datetime_index,ICE Cocoa Warehouse Stock Total Bags - INVENTORY VOLUME,Cocoa-ICCO Daily Price US$/MT,CSCE-COCOA COML. LONG - OPEN INTEREST,CSCE-COCOA COM. LONG FUT - OPEN INTEREST,CSCE-COCOA COM.LONG INDEX - OPEN INTEREST,CSCE-COCOA COML. SHORT - OPEN INTEREST,CSCE-COCOA COM. SHORT FUT - OPEN INTEREST,CSCE-COCOA COM.SHORT INDEX - OPEN INTEREST,CSCE-COCOA INDEX TR LONG - OPEN INTEREST,CSCE-COCOA INDEX TR SHORT - OPEN INTEREST,CSCE-COCOA MAN-MONEY LONG - OPEN INTEREST,CSCE-COCOA M-M LG F - OPEN INTEREST,CSCE-COCOA MAN-MONEY SHORT - OPEN INTEREST,CSCE-COCOA M-M SH F - OPEN INTEREST,CSCE-COCOA M-M SP - OPEN INTEREST,CSCE-COCOA M-M SP F - OPEN INTEREST,CSCE-COCOA NON-COML. LONG - OPEN INTEREST,CSCE-COCOA N-COM. LONG FUT - OPEN INTEREST,CSCE-COCOA N-COM.LONG INDEX - OPEN INTEREST,CSCE-COCOA NON-COML. SHORT - OPEN INTEREST,CSCE-COCOA N-COM. SHORT FUT - OPEN INTEREST,CSCE-COCOA NC SH IT - OPEN INTEREST,CSCE-COCOA NON-COML. SPREAD - OPEN INTEREST,CSCE-COCOA N-COM SPREAD FUT - OPEN INTEREST,CSCE-COCOA N-COM SPREAD FUT - OPEN INTEREST,CSCE-COCOA NON-REP. LONG - OPEN INTEREST,CSCE-COCOA N-REP. LONG FUT - OPEN INTEREST,CSCE-COCOA NR LG IT - OPEN INTEREST,CSCE-COCOA NON-REP. SHORT - OPEN INTEREST,CSCE-COCOA N-REP. SHORT FUT - OPEN INTEREST,CSCE-COCOA NR SH IT - OPEN INTEREST,CSCE-COCOA OTHER LONG - OPEN INTEREST,CSCE-COCOA OTHER LONG FUT - OPEN INTEREST,CSCE-COCOA OTHER SHORT - OPEN INTEREST,CSCE-COCOA OTHER SHORT FUT - OPEN INTEREST,CSCE-COCOA OTHER SPREADING - OPEN INTEREST,CSCE-COCOA OTHER SPREAD FUT - OPEN INTEREST,CSCE-COCOA PROD-USER LONG - OPEN INTEREST,CSCE-COCOA P-U LG FU - OPEN INTEREST,CSCE-COCOA PROD-USER SHORT - OPEN INTEREST,CSCE-COCOA P-U SH FU - OPEN INTEREST,CSCE-COCOA SWAP LONG - OPEN INTEREST,CSCE-COCOA SWAP LONG FUT - OPEN INTEREST,CSCE-COCOA SWAP SHORT - OPEN INTEREST,CSCE-COCOA SWAP SHORT FUT - OPEN INTEREST,CSCE-COCOA SWAP SPREADING - OPEN INTEREST,CSCE-COCOA SWAP SPREAD FUT - OPEN INTEREST,CSCE-COCOA TOTAL OI - OPEN INTEREST,CSCE-COCOA TOTAL OI FUT - OPEN INTEREST,CSCE-COCOA TOTAL OI INDEX - OPEN INTEREST,CSCE-COCOA TOTAL LONG - OPEN INTEREST,CSCE-COCOA TOTAL LONG FUT - OPEN INTEREST,CSCE-COCOA TOTAL LONG INDEX - OPEN INTEREST,CSCE-COCOA TOTAL SHORT - OPEN INTEREST,CSCE-COCOA TOTAL SHORT FUT - OPEN INTEREST,CSCE-COCOA TOT SH IT - OPEN INTEREST,S&P GSCI 1 Month Fwd Cocoa Index ER - EXCESS RETURN,S&P GSCI 1 Month Fwd Cocoa Index - PRICE INDEX,S&P GSCI 1 Month Fwd Cocoa Index TR - RETURN IND. (OFCL),S&P GSCI 3 Mth Fwd Cocoa ER - EXCESS RETURN,S&P GSCI 3 Mth Fwd Cocoa PI - PRICE INDEX,S&P GSCI 3 Mth Fwd Cocoa - RETURN IND. (OFCL),S&P GSCI Cocoa Dynamic Roll - PRICE INDEX,S&P GSCI Cocoa Dynamic Roll TR - RETURN IND. (OFCL),S&P GSCI Cocoa Dynamic Roll ER - EXCESS RETURN,S&P GSCI 2MTH Fwd Cocoa Idx ER - EXCESS RETURN,S&P GSCI 2MTH Fwd Cocoa Idx - PRICE INDEX,S&P GSCI 2MTH Fwd Cocoa Idx TR - RETURN IND. (OFCL),S&P GSCI Cocoa 12 Mth Fwd Spot - PRICE INDEX,S&P GSCI Cocoa 12 Mth Fwd TR - RETURN IND. (OFCL),S&P GSCI Cocoa 12 Mth Fwd XS - EXCESS RETURN,S&P GSCI Cocoa 6 Mth Fwd Spot - PRICE INDEX,S&P GSCI Cocoa 6 Mth Fwd TR - RETURN IND. (OFCL),S&P GSCI Cocoa 6 Mth Fwd XS - EXCESS RETURN
2021-08-27,5593837,2522.33,131180,114475,114252,160850,151050,147618,48050,24439,51130,50941,31403,30943,16898,14386,63068,69449,34845,36228,35794,27920,52101,27443,49202,11410,11240,11410,8580,8320,8580,11938,18508,4825,4851,35204,13057,106391,91921,133779,126498,10475,9971,12758,11969,14313,12583,257759,222607,257759,246349,211367,246349,249179,214287,249179,67.1627,193.4082,121.5442,72.51,191.39,131.22,198.85,119.61,66.09,66.22,179.93,119.24,83.95,86.9,81.77,102.85,103.26,96.88
2021-08-30,5557221,2522.33,131180,114475,114252,160850,151050,147618,48050,24439,51130,50941,31403,30943,16898,14386,63068,69449,34845,36228,35794,27920,52101,27443,49202,11410,11240,11410,8580,8320,8580,11938,18508,4825,4851,35204,13057,106391,91921,133779,126498,10475,9971,12758,11969,14313,12583,257759,222607,257759,246349,211367,246349,249179,214287,249179,67.5529,194.5318,122.2509,72.9,192.42,131.93,199.92,120.25,66.45,66.61,180.98,119.93,84.34,87.31,82.15,103.33,103.74,97.32
2021-08-31,5544567,2484.58,140527,123250,122315,164627,153845,149889,49405,26172,46949,46944,33196,32591,15348,12998,59336,64948,30974,37853,37039,29250,50588,26573,47757,11579,11365,11579,8962,8679,8962,12387,18004,4658,4448,35240,13575,114116,99831,135593,128243,10614,10287,13238,12470,15797,13132,262031,226136,262031,250452,214771,250452,253069,217457,253069,66.0702,190.2622,119.5678,71.45,188.59,129.31,195.94,117.86,65.13,65.14,177,117.3,82.9,85.82,80.75,101.35,101.75,95.46
2021-09-01,5521465,2487.85,140527,123250,122315,164627,153845,149889,49405,26172,46949,46944,33196,32591,15348,12998,59336,64948,30974,37853,37039,29250,50588,26573,47757,11579,11365,11579,8962,8679,8962,12387,18004,4658,4448,35240,13575,114116,99831,135593,128243,10614,10287,13238,12470,15797,13132,262031,226136,262031,250452,214771,250452,253069,217457,253069,66.0182,190.1124,119.4738,71.31,188.23,129.05,195.56,117.63,65,65.09,176.86,117.21,82.97,85.89,80.81,101.23,101.63,95.35
2021-09-02,5502013,2546.41,140527,123250,122315,164627,153845,149889,49405,26172,46949,46944,33196,32591,15348,12998,59336,64948,30974,37853,37039,29250,50588,26573,47757,11579,11365,11579,8962,8679,8962,12387,18004,4658,4448,35240,13575,114116,99831,135593,128243,10614,10287,13238,12470,15797,13132,262031,226136,262031,250452,214771,250452,253069,217457,253069,67.917,195.5805,122.9104,73.29,193.45,132.64,200.99,120.9,66.8,66.97,181.95,120.58,84.6,87.58,82.4,103.84,104.26,97.81
2021-09-03,5503175,2569.93,140527,123250,122315,164627,153845,149889,49405,26172,46949,46944,33196,32591,15348,12998,59336,64948,30974,37853,37039,29250,50588,26573,47757,11579,11365,11579,8962,8679,8962,12387,18004,4658,4448,35240,13575,114116,99831,135593,128243,10614,10287,13238,12470,15797,13132,262031,226136,262031,250452,214771,250452,253069,217457,253069,69.0355,198.8015,124.9347,74.46,196.54,134.75,204.2,122.83,67.87,68.07,184.95,122.57,85.25,88.25,83.04,105.58,106.01,99.45
2021-09-06,5503175,2589.29,140527,123250,122315,164627,153845,149889,49405,26172,46949,46944,33196,32591,15348,12998,59336,64948,30974,37853,37039,29250,50588,26573,47757,11579,11365,11579,8962,8679,8962,12387,18004,4658,4448,35240,13575,114116,99831,135593,128243,10614,10287,13238,12470,15797,13132,262031,226136,262031,250452,214771,250452,253069,217457,253069,69.0355,198.8015,124.9347,74.46,196.54,134.75,204.2,122.83,67.87,68.07,184.95,122.57,85.25,88.25,83.04,105.58,106.01,99.45
2021-09-07,5505722,2616.25,137085,120163,118330,165447,154532,154156,50136,22420,49007,48868,32280,31794,17893,15721,63129,68187,34883,38541,37746,30547,54633,29755,51498,12184,12015,12184,8410,8087,8410,14122,19319,6261,5952,36740,14034,110875,96666,138470,131273,10426,10308,11193,10070,15784,13189,267032,230120,267032,254848,218105,254848,258622,222033,258622,70.3361,202.5468,127.289,75.83,200.15,137.23,207.95,125.08,69.12,69.35,188.43,124.88,86.43,89.47,84.18,107.45,107.88,101.2
2021-09-08,5511492,2598.04,137085,120163,118330,165447,154532,154156,50136,22420,49007,48868,32280,31794,17893,15721,63129,68187,34883,38541,37746,30547,54633,29755,51498,12184,12015,12184,8410,8087,8410,14122,19319,6261,5952,36740,14034,110875,96666,138470,131273,10426,10308,11193,10070,15784,13189,267032,230120,267032,254848,218105,254848,258622,222033,258622,69.8939,201.2734,126.4889,75.52,199.34,136.67,207.11,124.58,68.84,68.91,187.55,124.09,86.07,89.1,83.83,107.05,107.48,100.83
2021-09-09,5500082,2588.96,137085,120163,118330,165447,154532,154156,50136,22420,49007,48868,32280,31794,17893,15721,63129,68187,34883,38541,37746,30547,54633,29755,51498,12184,12015,12184,8410,8087,8410,14122,19319,6261,5952,36740,14034,110875,96666,138470,131273,10426,10308,11193,10070,15784,13189,267032,230120,267032,254848,218105,254848,258622,222033,258622,69.5298,200.2247,125.83,75.19,198.45,136.07,206.19,124.03,68.53,68.57,186.94,123.46,85.84,88.86,83.61,106.57,107,100.38
2021-09-10,5485588,2543.81,137085,120163,118330,165447,154532,154156,50136,22420,49007,48868,32280,31794,17893,15721,63129,68187,34883,38541,37746,30547,54633,29755,51498,12184,12015,12184,8410,8087,8410,14122,19319,6261,5952,36740,14034,110875,96666,138470,131273,10426,10308,11193,10070,15784,13189,267032,230120,267032,254848,218105,254848,258622,222033,258622,67.7089,194.9813,122.5349,73.26,193.38,132.59,200.91,120.85,66.78,66.79,182.44,120.26,84.14,87.11,81.96,103.96,104.38,97.92
2021-09-13,5488374,2556.65,137085,120163,118330,165447,154532,154156,50136,22420,49007,48868,32280,31794,17893,15721,63129,68187,34883,38541,37746,30547,54633,29755,51498,12184,12015,12184,8410,8087,8410,14122,19319,6261,5952,36740,14034,110875,96666,138470,131273,10426,10308,11193,10070,15784,13189,267032,230120,267032,254848,218105,254848,258622,222033,258622,68.5933,197.5281,124.1359,74.04,195.44,134,203.05,122.14,67.49,67.56,184.82,121.66,84.89,87.88,82.69,104.91,105.33,98.82
2021-09-14,5511070,2573.89,135756,119887,117545,160971,150865,151403,50339,19806,51363,51176,35482,34995,19157,17233,64269,69654,35723,41879,41618,35222,54410,30580,50828,11940,11750,11940,9114,8808,9114,12906,18478,6397,6623,35253,13347,113272,99883,139073,132336,11119,10959,10534,9484,11364,9045,266374,231871,266374,254434,220121,254434,257260,223063,257260,69.0876,198.9513,125.0305,74.57,196.84,134.96,204.51,123.02,67.97,68.05,186.41,122.53,85.64,88.66,83.42,105.7,106.13,99.56
2021-09-15,5534179,2580.95,135756,119887,117545,160971,150865,151403,50339,19806,51363,51176,35482,34995,19157,17233,64269,69654,35723,41879,41618,35222,54410,30580,50828,11940,11750,11940,9114,8808,9114,12906,18478,6397,6623,35253,13347,113272,99883,139073,132336,11119,10959,10534,9484,11364,9045,266374,231871,266374,254434,220121,254434,257260,223063,257260,69.2697,199.4757,125.3602,74.85,197.57,135.46,205.27,123.48,68.23,68.3,187.11,122.99,85.77,88.79,83.54,106.1,106.52,99.93
2021-09-16,5551708,2581.61,135756,119887,117545,160971,150865,151403,50339,19806,51363,51176,35482,34995,19157,17233,64269,69654,35723,41879,41618,35222,54410,30580,50828,11940,11750,11940,9114,8808,9114,12906,18478,6397,6623,35253,13347,113272,99883,139073,132336,11119,10959,10534,9484,11364,9045,266374,231871,266374,254434,220121,254434,257260,223063,257260,69.1136,199.0262,125.0779,74.71,197.2,135.21,204.89,123.25,68.1,68.17,186.76,122.76,85.51,88.52,83.29,105.98,106.4,99.82
2021-09-17,5546039,2587.51,135756,119887,117545,160971,150865,151403,50339,19806,51363,51176,35482,34995,19157,17233,64269,69654,35723,41879,41618,35222,54410,30580,50828,11940,11750,11940,9114,8808,9114,12906,18478,6397,6623,35253,13347,113272,99883,139073,132336,11119,10959,10534,9484,11364,9045,266374,231871,266374,254434,220121,254434,257260,223063,257260,69.3217,199.6255,125.4546,74.94,197.79,135.61,205.5,123.61,68.3,68.38,187.32,123.13,85.38,88.39,83.16,106.22,106.64,100.05
2021-09-20,5540164,2527.97,135756,119887,117545,160971,150865,151403,50339,19806,51363,51176,35482,34995,19157,17233,64269,69654,35723,41879,41618,35222,54410,30580,50828,11940,11750,11940,9114,8808,9114,12906,18478,6397,6623,35253,13347,113272,99883,139073,132336,11119,10959,10534,9484,11364,9045,266374,231871,266374,254434,220121,254434,257260,223063,257260,67.4488,194.2322,122.0656,73.1,192.94,132.29,200.45,120.58,66.63,66.7,182.72,120.1,84.11,87.07,81.93,103.88,104.3,97.85
2021-09-21,5529966,2546.15,139583,123960,121598,161220,151586,151023,50564,20640,51444,51411,38664,38238,20703,18956,64000,69586,35101,44497,44147,37733,57048,34131,53369,11260,11047,11260,9127,8860,9127,12556,18175,5833,5909,36345,15175,116699,103397,137859,131280,10433,10221,10909,9964,12451,10342,271891,238724,271891,260631,227677,260631,262764,229864,262764,67.761,195.1311,122.6306,73.46,193.89,132.94,201.45,121.18,66.96,67.03,183.62,120.7,84.76,87.75,82.56,104.51,104.93,98.44
2021-09-22,5512235,2586.81,139583,123960,121598,161220,151586,151023,50564,20640,51444,51411,38664,38238,20703,18956,64000,69586,35101,44497,44147,37733,57048,34131,53369,11260,11047,11260,9127,8860,9127,12556,18175,5833,5909,36345,15175,116699,103397,137859,131280,10433,10221,10909,9964,12451,10342,271891,238724,271891,260631,227677,260631,262764,229864,262764,68.9835,198.6517,124.8432,74.66,197.06,135.11,204.74,123.15,68.05,68.12,186.62,122.67,85.9,88.93,83.67,106.14,106.57,99.97
2021-09-23,5503025,2558.05,139583,123960,121598,161220,151586,151023,50564,20640,51444,51411,38664,38238,20703,18956,64000,69586,35101,44497,44147,37733,57048,34131,53369,11260,11047,11260,9127,8860,9127,12556,18175,5833,5909,36345,15175,116699,103397,137859,131280,10433,10221,10909,9964,12451,10342,271891,238724,271891,260631,227677,260631,262764,229864,262764,67.943,195.6554,122.9603,73.65,194.41,133.29,201.98,121.5,67.13,67.21,184.11,121.02,85.19,88.19,82.97,104.91,105.33,98.82
2021-09-24,5510229,2528.2,139583,123960,121598,161220,151586,151023,50564,20640,51444,51411,38664,38238,20703,18956,64000,69586,35101,44497,44147,37733,57048,34131,53369,11260,11047,11260,9127,8860,9127,12556,18175,5833,5909,36345,15175,116699,103397,137859,131280,10433,10221,10909,9964,12451,10342,271891,238724,271891,260631,227677,260631,262764,229864,262764,67.3968,194.0824,121.9718,73.04,192.79,132.19,200.3,120.49,66.57,66.65,182.58,120.01,84.8,87.78,82.59,103.88,104.3,97.85
2021-09-27,5483761,2497.7,139583,123960,121598,161220,151586,151023,50564,20640,51444,51411,38664,38238,20703,18956,64000,69586,35101,44497,44147,37733,57048,34131,53369,11260,11047,11260,9127,8860,9127,12556,18175,5833,5909,36345,15175,116699,103397,137859,131280,10433,10221,10909,9964,12451,10342,271891,238724,271891,260631,227677,260631,262764,229864,262764,66.2263,190.7116,119.8538,71.81,189.55,129.97,196.94,118.46,65.46,65.53,179.51,118,83.75,86.7,81.57,102.34,102.75,96.39
2021-09-28,5475963,2497.12,139737,124722,121467,160096,150916,149741,49766,20268,46115,46256,36627,36281,20831,19191,59990,65973,31840,41501,41697,34934,54659,32233,51313,9966,9712,9966,8097,7794,8097,13875,19717,4874,5416,33828,13042,115968,103266,136562,130372,10209,10039,9973,9127,13561,11417,264352,232640,264352,254386,222928,254386,256255,224846,256255,66.4604,191.3858,120.2776,72.06,190.21,130.42,197.62,118.88,65.69,65.76,180.14,118.41,83.78,86.74,81.61,102.53,102.95,96.58
2021-09-29,5466401,2531.84,139737,124722,121467,160096,150916,149741,49766,20268,46115,46256,36627,36281,20831,19191,59990,65973,31840,41501,41697,34934,54659,32233,51313,9966,9712,9966,8097,7794,8097,13875,19717,4874,5416,33828,13042,115968,103266,136562,130372,10209,10039,9973,9127,13561,11417,264352,232640,264352,254386,222928,254386,256255,224846,256255,67.3448,193.9326,121.8783,72.93,192.49,131.98,200,120.3,66.47,66.55,182.3,119.83,83.98,86.94,81.8,103.68,104.1,97.66
2021-09-30,5459441,2583.06,139737,124722,121467,160096,150916,149741,49766,20268,46115,46256,36627,36281,20831,19191,59990,65973,31840,41501,41697,34934,54659,32233,51313,9966,9712,9966,8097,7794,8097,13875,19717,4874,5416,33828,13042,115968,103266,136562,130372,10209,10039,9973,9127,13561,11417,264352,232640,264352,254386,222928,254386,256255,224846,256255,68.9835,198.6517,124.8442,74.63,196.98,135.06,204.66,123.11,68.02,68.1,186.55,122.62,84.83,87.82,82.62,105.9,106.33,99.75
2021-10-01,5460087,2627.59,139737,124722,121467,160096,150916,149741,49766,20268,46115,46256,36627,36281,20831,19191,59990,65973,31840,41501,41697,34934,54659,32233,51313,9966,9712,9966,8097,7794,8097,13875,19717,4874,5416,33828,13042,115968,103266,136562,130372,10209,10039,9973,9127,13561,11417,264352,232640,264352,254386,222928,254386,256255,224846,256255,70.4922,202.9963,127.5747,76.22,201.18,137.94,209.02,125.73,69.47,69.55,190.52,125.23,85.48,88.49,83.26,108.08,108.51,101.8
2021-10-04,5446204,2662.51,139737,124722,121467,160096,150916,149741,49766,20268,46115,46256,36627,36281,20831,19191,59990,65973,31840,41501,41697,34934,54659,32233,51313,9966,9712,9966,8097,7794,8097,13875,19717,4874,5416,33828,13042,115968,103266,136562,130372,10209,10039,9973,9127,13561,11417,264352,232640,264352,254386,222928,254386,256255,224846,256255,71.5847,206.1423,129.5522,77.61,204.86,140.46,212.84,128.03,70.74,70.82,194.01,127.53,86.69,89.74,84.43,109.86,110.3,103.48
2021-10-05,5451550,2665.53,136853,116792,116684,177453,165093,165444,53594,19675,58724,58387,27827,27599,28325,26298,72845,79217,43540,36302,35220,32756,74264,43484,70144,12499,12283,12499,8442,7979,8442,14121,20830,8476,7621,45939,17186,111459,94441,150494,141971,10230,9600,11795,10371,15164,12751,296461,251776,296461,283962,239493,283962,288019,243797,288019,71.6627,206.367,129.6936,77.83,205.45,140.86,213.45,128.4,70.95,71.02,194.56,127.89,86.92,89.98,84.66,110.3,110.74,103.89
2021-10-06,5422064,2632.8,136853,116792,116684,177453,165093,165444,53594,19675,58724,58387,27827,27599,28325,26298,72845,79217,43540,36302,35220,32756,74264,43484,70144,12499,12283,12499,8442,7979,8442,14121,20830,8476,7621,45939,17186,111459,94441,150494,141971,10230,9600,11795,10371,15164,12751,296461,251776,296461,283962,239493,283962,288019,243797,288019,70.6223,203.3708,127.8107,76.78,202.65,138.95,210.55,126.65,69.98,70.06,191.92,126.15,86.3,89.34,84.05,108.99,109.43,102.66
2021-10-07,5444075,2643.27,136853,116792,116684,177453,165093,165444,53594,19675,58724,58387,27827,27599,28325,26298,72845,79217,43540,36302,35220,32756,74264,43484,70144,12499,12283,12499,8442,7979,8442,14121,20830,8476,7621,45939,17186,111459,94441,150494,141971,10230,9600,11795,10371,15164,12751,296461,251776,296461,283962,239493,283962,288019,243797,288019,70.9084,204.779,128.3287,77.08,203.46,139.5,211.39,127.16,70.26,70.34,192.68,126.66,86.56,89.61,84.31,109.11,109.75,102.96
2021-10-08,5437764,2664.46,136853,116792,116684,177453,165093,165444,53594,19675,58724,58387,27827,27599,28325,26298,72845,79217,43540,36302,35220,32756,74264,43484,70144,12499,12283,12499,8442,7979,8442,14121,20830,8476,7621,45939,17186,111459,94441,150494,141971,10230,9600,11795,10371,15164,12751,296461,251776,296461,283962,239493,283962,288019,243797,288019,71.5309,207.1611,129.4554,77.75,205.22,140.71,213.22,128.26,70.87,70.95,194.36,127.75,87.11,90.18,84.85,109.77,110.64,103.79
2021-10-11,5434082,2616.1,136853,116792,116684,177453,165093,165444,53594,19675,58724,58387,27827,27599,28325,26298,72845,79217,43540,36302,35220,32756,74264,43484,70144,12499,12283,12499,8442,7979,8442,14121,20830,8476,7621,45939,17186,111459,94441,150494,141971,10230,9600,11795,10371,15164,12751,296461,251776,296461,283962,239493,283962,288019,243797,288019,69.8135,202.8315,126.3477,75.97,200.52,137.49,208.33,125.32,69.24,69.32,189.9,124.82,86.13,89.17,83.9,107.49,108.48,101.77
2021-10-12,5430923,2610.78,133107,115118,113318,171231,160417,159591,54734,19380,58340,57906,31667,31579,30394,28719,72415,78546,41885,39214,38325,35890,75684,48392,71268,13384,13171,13384,8462,8093,8462,14075,20640,7547,6746,45290,19673,109358,93701,145524,137938,10525,10053,12483,11115,13224,11364,294591,255227,294591,281207,242056,281207,286129,247134,286129,69.633,202.9513,126.0212,75.77,200,137.13,207.79,125,69.07,69.14,189.41,124.5,86,89.03,83.77,107.15,108.29,101.58
2021-10-13,5425912,2556.97,133107,115118,113318,171231,160417,159591,54734,19380,58340,57906,31667,31579,30394,28719,72415,78546,41885,39214,38325,35890,75684,48392,71268,13384,13171,13384,8462,8093,8462,14075,20640,7547,6746,45290,19673,109358,93701,145524,137938,10525,10053,12483,11115,13224,11364,294591,255227,294591,281207,242056,281207,286129,247134,286129,67.8186,198.3521,122.7376,73.82,194.85,133.6,202.44,121.78,67.29,67.36,184.53,121.3,84.96,87.95,82.75,104.75,105.93,99.38
2021-10-14,5420752,2550.41,133107,115118,113318,171231,160417,159591,54734,19380,58340,57906,31667,31579,30394,28719,72415,78546,41885,39214,38325,35890,75684,48392,71268,13384,13171,13384,8462,8093,8462,14075,20640,7547,6746,45290,19673,109358,93701,145524,137938,10525,10053,12483,11115,13224,11364,294591,255227,294591,281207,242056,281207,286129,247134,286129,67.4088,197.1536,121.9962,73.37,193.67,132.79,201.22,121.04,66.88,66.95,183.41,120.56,85.09,88.09,82.88,104.4,105.57,99.04
2021-10-15,5406480,2565.03,133107,115118,113318,171231,160417,159591,54734,19380,58340,57906,31667,31579,30394,28719,72415,78546,41885,39214,38325,35890,75684,48392,71268,13384,13171,13384,8462,8093,8462,14075,20640,7547,6746,45290,19673,109358,93701,145524,137938,10525,10053,12483,11115,13224,11364,294591,255227,294591,281207,242056,281207,286129,247134,286129,67.9466,198.7266,122.9697,73.96,195.22,133.85,202.82,122.01,67.41,67.49,184.88,121.53,85.84,88.87,83.61,105.31,106.49,99.9
2021-10-18,5408306,2560.84,133107,115118,113318,171231,160417,159591,54734,19380,58340,57906,31667,31579,30394,28719,72415,78546,41885,39214,38325,35890,75684,48392,71268,13384,13171,13384,8462,8093,8462,14075,20640,7547,6746,45290,19673,109358,93701,145524,137938,10525,10053,12483,11115,13224,11364,294591,255227,294591,281207,242056,281207,286129,247134,286129,67.9466,198.7266,122.9702,73.96,195.22,133.85,202.82,122.01,67.41,67.49,184.88,121.53,85.71,88.73,83.48,105.19,106.37,99.79
2021-10-19,5398475,2514.93,141709,124427,120325,161497,151504,151607,55036,17352,46456,46165,40046,40002,28444,27109,60954,67550,31748,45436,44729,42420,70689,45943,66243,12238,11933,12238,7969,7677,7969,14498,21385,5389,4727,42245,18834,113934,99231,138114,130972,14587,13545,10196,8881,13187,11651,285591,249853,285591,273353,237920,273353,277622,242176,277622,66.8709,195.5805,121.0236,72.79,192.13,131.73,199.61,120.08,66.35,66.42,181.95,119.6,85.12,88.12,82.91,103.88,105.05,98.55
2021-10-20,5373608,2484.42,141709,124427,120325,161497,151504,151607,55036,17352,46456,46165,40046,40002,28444,27109,60954,67550,31748,45436,44729,42420,70689,45943,66243,12238,11933,12238,7969,7677,7969,14498,21385,5389,4727,42245,18834,113934,99231,138114,130972,14587,13545,10196,8881,13187,11651,285591,249853,285591,273353,237920,273353,277622,242176,277622,65.5904,191.8352,118.7062,71.39,188.45,129.21,195.79,117.78,65.08,65.15,178.47,117.31,84.31,87.28,82.12,102.41,103.57,97.16
2021-10-21,5378615,2516.1,141709,124427,120325,161497,151504,151607,55036,17352,46456,46165,40046,40002,28444,27109,60954,67550,31748,45436,44729,42420,70689,45943,66243,12238,11933,12238,7969,7677,7969,14498,21385,5389,4727,42245,18834,113934,99231,138114,130972,14587,13545,10196,8881,13187,11651,285591,249853,285591,273353,237920,273353,277622,242176,277622,66.6148,194.8315,120.5604,72.51,191.39,131.23,198.85,119.62,66.09,66.16,181.25,119.15,84.8,87.79,82.59,103.8,104.97,98.48
2021-10-22,5368651,2521.69,141709,124427,120325,161497,151504,151607,55036,17352,46456,46165,40046,40002,28444,27109,60954,67550,31748,45436,44729,42420,70689,45943,66243,12238,11933,12238,7969,7677,7969,14498,21385,5389,4727,42245,18834,113934,99231,138114,130972,14587,13545,10196,8881,13187,11651,285591,249853,285591,273353,237920,273353,277622,242176,277622,67.332,196.9288,121.8584,73.29,193.45,132.64,200.99,120.91,66.8,66.88,183.21,120.43,85.48,88.49,83.26,104.63,105.81,99.26
2021-10-25,5360983,2533.92,141709,124427,120325,161497,151504,151607,55036,17352,46456,46165,40046,40002,28444,27109,60954,67550,31748,45436,44729,42420,70689,45943,66243,12238,11933,12238,7969,7677,7969,14498,21385,5389,4727,42245,18834,113934,99231,138114,130972,14587,13545,10196,8881,13187,11651,285591,249853,285591,273353,237920,273353,277622,242176,277622,67.8186,198.3521,122.7396,73.82,194.85,133.6,202.44,121.78,67.29,67.36,184.53,121.3,85.64,88.66,83.42,105.07,106.25,99.68
2021-10-26,5350848,2518.11,145326,128637,123158,162200,151893,153112,55462,16953,42166,41719,37814,37782,32521,31263,55719,61920,27122,42821,42722,39653,68276,43168,63579,11908,11662,11908,7933,7604,7933,13553,20201,5007,4940,35754,11905,114909,100716,137753,130149,15933,14984,9963,8807,14484,12937,281229,245387,281229,269321,233725,269321,273296,237783,273296,67.0502,196.1049,121.3492,72.98,192.64,132.09,200.15,120.4,66.52,66.6,182.44,119.93,84.96,87.96,82.75,104.08,105.25,98.74
2021-10-27,5339072,2511.85,145326,128637,123158,162200,151893,153112,55462,16953,42166,41719,37814,37782,32521,31263,55719,61920,27122,42821,42722,39653,68276,43168,63579,11908,11662,11908,7933,7604,7933,13553,20201,5007,4940,35754,11905,114909,100716,137753,130149,15933,14984,9963,8807,14484,12937,281229,245387,281229,269321,233725,269321,273296,237783,273296,67.46,197.3034,122.091,73.43,193.82,132.9,201.37,121.14,66.93,67,183.55,120.66,85.09,88.09,82.88,104.48,105.65,99.11
2021-10-28,5217203,2499.98,145326,128637,123158,162200,151893,153112,55462,16953,42166,41719,37814,37782,32521,31263,55719,61920,27122,42821,42722,39653,68276,43168,63579,11908,11662,11908,7933,7604,7933,13553,20201,5007,4940,35754,11905,114909,100716,137753,130149,15933,14984,9963,8807,14484,12937,281229,245387,281229,269321,233725,269321,273296,237783,273296,66.8709,195.5805,121.0251,72.79,192.13,131.74,199.61,120.08,66.35,66.42,181.95,119.6,84.8,87.79,82.59,104,105.17,98.66
2021-10-29,5324216,2461.66,145326,128637,123158,162200,151893,153112,55462,16953,42166,41719,37814,37782,32521,31263,55719,61920,27122,42821,42722,39653,68276,43168,63579,11908,11662,11908,7933,7604,7933,13553,20201,5007,4940,35754,11905,114909,100716,137753,130149,15933,14984,9963,8807,14484,12937,281229,245387,281229,269321,233725,269321,273296,237783,273296,66.077,193.2584,119.5884,71.92,189.85,130.17,197.24,118.65,65.56,65.63,179.79,118.18,83.82,86.77,81.64,102.73,103.89,97.46
